Height(Centimeter),Weight(Kilograms),Gender,BMI,Skin Color,Clothes Color,Pants Color
166.34,56.89,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 6, ""g"": 10, ""b"": 8}","{""r"": 95, ""g"": 210, ""b"": 149}"
169.0,55.95,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 152, ""g"": 97, ""b"": 11}","{""r"": 189, ""g"": 89, ""b"": 191}"
171.66,55.21,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 78, ""g"": 185, ""b"": 254}","{""r"": 32, ""g"": 79, ""b"": 106}"
166.86,56.97,Female,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 44, ""g"": 129, ""b"": 54}","{""r"": 191, ""g"": 174, ""b"": 55}"
172.81,60.81,Male,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 253, ""g"": 79, ""b"": 8}","{""r"": 149, ""g"": 44, ""b"": 74}"
173.93,56.02,Female,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 134, ""g"": 0, ""b"": 61}","{""r"": 55, ""g"": 226, ""b"": 212}"
165.69,52.7,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 236, ""g"": 192, ""b"": 75}","{""r"": 148, ""g"": 173, ""b"": 13}"
172.37,56.76,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 74, ""g"": 239, ""b"": 91}","{""r"": 215, ""g"": 196, ""b"": 90}"
167.12,56.05,Female,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 28, ""g"": 176, ""b"": 159}","{""r"": 198, ""g"": 169, ""b"": 247}"
181.48,60.5,Male,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 220, ""g"": 196, ""b"": 153}","{""r"": 162, ""g"": 225, ""b"": 237}"
179.93,61.83,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 241, ""g"": 146, ""b"": 65}","{""r"": 119, ""g"": 212, ""b"": 159}"
180.82,64.01,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 121, ""g"": 81, ""b"": 101}","{""r"": 141, ""g"": 213, ""b"": 240}"
167.72,57.4,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 96, ""g"": 85, ""b"": 151}","{""r"": 171, ""g"": 67, ""b"": 200}"
181.3,57.14,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 10, ""g"": 240, ""b"": 117}","{""r"": 100, ""g"": 247, ""b"": 115}"
179.27,62.2,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 159, ""g"": 226, ""b"": 18}","{""r"": 156, ""g"": 55, ""b"": 126}"
173.34,58.07,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 254, ""g"": 195, ""b"": 45}","{""r"": 252, ""g"": 80, ""b"": 178}"
173.28,64.29,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 227, ""g"": 145, ""b"": 99}","{""r"": 230, ""g"": 102, ""b"": 209}"
165.26,48.39,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 90, ""g"": 244, ""b"": 174}","{""r"": 245, ""g"": 225, ""b"": 50}"
169.94,49.01,Female,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 4, ""g"": 228, ""b"": 248}","{""r"": 239, ""g"": 77, ""b"": 209}"
160.12,52.56,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 135, ""g"": 78, ""b"": 243}","{""r"": 226, ""g"": 22, ""b"": 165}"
170.35,69.06,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 216, ""g"": 236, ""b"": 183}","{""r"": 87, ""g"": 114, ""b"": 99}"
165.88,48.44,Female,Underweight,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 148, ""g"": 65, ""b"": 25}","{""r"": 31, ""g"": 195, ""b"": 211}"
165.27,48.83,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 222, ""g"": 82, ""b"": 64}","{""r"": 191, ""g"": 181, ""b"": 11}"
171.19,56.54,Female,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 169, ""g"": 192, ""b"": 125}","{""r"": 144, ""g"": 52, ""b"": 208}"
175.42,55.46,Female,Underweight,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 1, ""g"": 132, ""b"": 234}","{""r"": 127, ""g"": 154, ""b"": 56}"
175.58,60.32,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 143, ""g"": 251, ""b"": 14}","{""r"": 119, ""g"": 83, ""b"": 169}"
173.92,59.03,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 113, ""g"": 93, ""b"": 39}","{""r"": 20, ""g"": 14, ""b"": 89}"
178.34,64.98,Male,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 249, ""g"": 134, ""b"": 74}","{""r"": 6, ""g"": 49, ""b"": 56}"
180.27,64.97,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 150, ""g"": 243, ""b"": 171}","{""r"": 62, ""g"": 28, ""b"": 82}"
170.47,55.45,Female,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 114, ""g"": 48, ""b"": 46}","{""r"": 82, ""g"": 255, ""b"": 122}"
177.93,60.01,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 74, ""g"": 40, ""b"": 108}","{""r"": 110, ""g"": 187, ""b"": 234}"
174.57,59.87,Male,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 105, ""g"": 157, ""b"": 56}","{""r"": 111, ""g"": 220, ""b"": 64}"
166.1,58.92,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 173, ""g"": 57, ""b"": 50}","{""r"": 26, ""g"": 12, ""b"": 86}"
180.62,59.88,Male,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 155, ""g"": 184, ""b"": 240}","{""r"": 94, ""g"": 51, ""b"": 232}"
161.34,55.52,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 42, ""g"": 153, ""b"": 94}","{""r"": 215, ""g"": 4, ""b"": 148}"
172.81,55.14,Female,Underweight,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 93, ""g"": 79, ""b"": 77}","{""r"": 147, ""g"": 32, ""b"": 129}"
164.81,59.39,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 185, ""g"": 8, ""b"": 127}","{""r"": 96, ""g"": 238, ""b"": 226}"
173.14,55.91,Female,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 111, ""g"": 65, ""b"": 62}","{""r"": 178, ""g"": 158, ""b"": 38}"
176.13,56.58,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 246, ""g"": 140, ""b"": 102}","{""r"": 5, ""g"": 184, ""b"": 159}"
176.67,51.07,Female,Underweight,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 6, ""g"": 124, ""b"": 162}","{""r"": 83, ""g"": 179, ""b"": 183}"
176.22,56.17,Female,Underweight,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 92, ""g"": 19, ""b"": 102}","{""r"": 6, ""g"": 131, ""b"": 14}"
172.48,56.62,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 210, ""g"": 99, ""b"": 131}","{""r"": 56, ""g"": 44, ""b"": 108}"
177.26,54.1,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 29, ""g"": 54, ""b"": 176}","{""r"": 24, ""g"": 230, ""b"": 241}"
177.96,56.22,Female,Underweight,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 236, ""g"": 185, ""b"": 41}","{""r"": 87, ""g"": 75, ""b"": 108}"
170.85,60.48,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 3, ""g"": 156, ""b"": 49}","{""r"": 183, ""g"": 202, ""b"": 118}"
161.88,55.0,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 254, ""g"": 197, ""b"": 27}","{""r"": 249, ""g"": 132, ""b"": 19}"
173.54,58.63,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 80, ""g"": 94, ""b"": 244}","{""r"": 142, ""g"": 23, ""b"": 141}"
168.63,64.79,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 38, ""g"": 76, ""b"": 21}","{""r"": 93, ""g"": 141, ""b"": 110}"
177.9,62.18,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 191, ""g"": 68, ""b"": 76}","{""r"": 93, ""g"": 235, ""b"": 209}"
168.26,61.56,Female,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 59, ""g"": 218, ""b"": 57}","{""r"": 144, ""g"": 198, ""b"": 127}"
173.37,53.39,Female,Underweight,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 166, ""g"": 251, ""b"": 49}","{""r"": 219, ""g"": 244, ""b"": 252}"
179.83,59.09,Male,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 99, ""g"": 109, ""b"": 155}","{""r"": 48, ""g"": 218, ""b"": 94}"
170.48,52.62,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 221, ""g"": 12, ""b"": 221}","{""r"": 107, ""g"": 120, ""b"": 50}"
167.48,56.35,Female,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 214, ""g"": 237, ""b"": 245}","{""r"": 169, ""g"": 103, ""b"": 213}"
171.59,44.07,Female,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 130, ""g"": 217, ""b"": 213}","{""r"": 151, ""g"": 40, ""b"": 234}"
164.55,56.52,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 27, ""g"": 54, ""b"": 0}","{""r"": 172, ""g"": 34, ""b"": 42}"
173.88,53.68,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 131, ""g"": 216, ""b"": 162}","{""r"": 46, ""g"": 65, ""b"": 9}"
174.26,59.18,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 130, ""g"": 93, ""b"": 31}","{""r"": 149, ""g"": 181, ""b"": 241}"
173.2,61.26,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 80, ""g"": 10, ""b"": 199}","{""r"": 86, ""g"": 35, ""b"": 185}"
163.19,51.58,Female,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 241, ""g"": 33, ""b"": 52}","{""r"": 9, ""g"": 184, ""b"": 205}"
171.25,54.96,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 67, ""g"": 102, ""b"": 241}","{""r"": 194, ""g"": 146, ""b"": 111}"
176.91,58.57,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 13, ""g"": 119, ""b"": 239}","{""r"": 90, ""g"": 222, ""b"": 175}"
174.67,62.38,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 32, ""g"": 71, ""b"": 134}","{""r"": 75, ""g"": 150, ""b"": 61}"
171.37,52.94,Female,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 132, ""g"": 179, ""b"": 49}","{""r"": 42, ""g"": 175, ""b"": 244}"
168.52,46.38,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 74, ""g"": 193, ""b"": 234}","{""r"": 202, ""g"": 198, ""b"": 126}"
165.79,42.76,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 46, ""g"": 36, ""b"": 143}","{""r"": 128, ""g"": 134, ""b"": 185}"
173.98,59.25,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 95, ""g"": 23, ""b"": 149}","{""r"": 168, ""g"": 204, ""b"": 197}"
169.61,58.28,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 148, ""g"": 196, ""b"": 109}","{""r"": 233, ""g"": 51, ""b"": 187}"
174.31,61.75,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 230, ""g"": 59, ""b"": 218}","{""r"": 122, ""g"": 161, ""b"": 94}"
170.12,60.96,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 85, ""g"": 102, ""b"": 101}","{""r"": 235, ""g"": 192, ""b"": 103}"
189.05,64.29,Male,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 188, ""g"": 68, ""b"": 185}","{""r"": 143, ""g"": 141, ""b"": 6}"
173.15,50.11,Female,Underweight,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 254, ""g"": 63, ""b"": 96}","{""r"": 0, ""g"": 47, ""b"": 146}"
176.75,61.2,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 118, ""g"": 197, ""b"": 137}","{""r"": 191, ""g"": 209, ""b"": 86}"
164.28,58.08,Female,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 133, ""g"": 130, ""b"": 164}","{""r"": 143, ""g"": 41, ""b"": 182}"
177.77,59.37,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 175, ""g"": 63, ""b"": 205}","{""r"": 167, ""g"": 211, ""b"": 163}"
174.61,61.96,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 229, ""g"": 108, ""b"": 117}","{""r"": 153, ""g"": 145, ""b"": 145}"
171.6,62.46,Male,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 57, ""g"": 150, ""b"": 250}","{""r"": 178, ""g"": 233, ""b"": 169}"
161.52,48.72,Female,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 94, ""g"": 242, ""b"": 54}","{""r"": 48, ""g"": 68, ""b"": 209}"
175.4,68.75,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 81, ""g"": 220, ""b"": 124}","{""r"": 243, ""g"": 213, ""b"": 97}"
169.75,61.32,Male,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 141, ""g"": 106, ""b"": 108}","{""r"": 105, ""g"": 97, ""b"": 105}"
175.91,60.14,Male,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 235, ""g"": 146, ""b"": 23}","{""r"": 46, ""g"": 64, ""b"": 250}"
178.08,58.12,Male,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 177, ""g"": 149, ""b"": 241}","{""r"": 69, ""g"": 11, ""b"": 3}"
166.99,53.84,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 111, ""g"": 235, ""b"": 42}","{""r"": 199, ""g"": 196, ""b"": 189}"
175.07,59.88,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 16, ""g"": 1, ""b"": 81}","{""r"": 240, ""g"": 151, ""b"": 208}"
161.18,46.2,Female,Underweight,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 213, ""g"": 207, ""b"": 249}","{""r"": 227, ""g"": 38, ""b"": 113}"
168.82,51.81,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 154, ""g"": 111, ""b"": 80}","{""r"": 186, ""g"": 49, ""b"": 74}"
165.93,50.89,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 23, ""g"": 11, ""b"": 217}","{""r"": 239, ""g"": 246, ""b"": 179}"
178.52,57.78,Female,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 229, ""g"": 129, ""b"": 117}","{""r"": 239, ""g"": 252, ""b"": 126}"
187.0,66.02,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 82, ""g"": 184, ""b"": 58}","{""r"": 27, ""g"": 19, ""b"": 244}"
183.04,60.33,Male,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 146, ""g"": 227, ""b"": 225}","{""r"": 64, ""g"": 6, ""b"": 155}"
162.54,53.58,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 51, ""g"": 51, ""b"": 56}","{""r"": 234, ""g"": 67, ""b"": 158}"
175.6,57.02,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 60, ""g"": 70, ""b"": 63}","{""r"": 238, ""g"": 247, ""b"": 121}"
175.55,52.17,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 150, ""g"": 117, ""b"": 91}","{""r"": 238, ""g"": 26, ""b"": 141}"
174.85,54.09,Female,Underweight,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 176, ""g"": 187, ""b"": 216}","{""r"": 2, ""g"": 25, ""b"": 86}"
173.81,57.02,Female,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 41, ""g"": 35, ""b"": 251}","{""r"": 224, ""g"": 243, ""b"": 159}"
175.54,57.32,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 116, ""g"": 204, ""b"": 165}","{""r"": 202, ""g"": 58, ""b"": 118}"
172.09,60.38,Male,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 157, ""g"": 65, ""b"": 216}","{""r"": 46, ""g"": 232, ""b"": 146}"
173.44,58.98,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 252, ""g"": 120, ""b"": 235}","{""r"": 43, ""g"": 101, ""b"": 36}"
177.29,63.63,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 51, ""g"": 57, ""b"": 246}","{""r"": 171, ""g"": 88, ""b"": 56}"
172.22,56.87,Female,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 3, ""g"": 189, ""b"": 116}","{""r"": 159, ""g"": 251, ""b"": 198}"
169.98,53.28,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 7, ""g"": 173, ""b"": 170}","{""r"": 114, ""g"": 205, ""b"": 124}"
166.14,50.04,Female,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 102, ""g"": 158, ""b"": 54}","{""r"": 147, ""g"": 230, ""b"": 12}"
170.71,53.6,Female,Underweight,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 39, ""g"": 98, ""b"": 144}","{""r"": 46, ""g"": 124, ""b"": 54}"
175.85,47.19,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 181, ""g"": 250, ""b"": 97}","{""r"": 44, ""g"": 6, ""b"": 150}"
175.32,57.96,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 59, ""g"": 218, ""b"": 21}","{""r"": 136, ""g"": 80, ""b"": 69}"
165.8,65.82,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 220, ""g"": 253, ""b"": 248}","{""r"": 27, ""g"": 224, ""b"": 207}"
176.48,63.4,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 59, ""g"": 142, ""b"": 195}","{""r"": 158, ""g"": 84, ""b"": 94}"
178.69,67.19,Male,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 199, ""g"": 167, ""b"": 28}","{""r"": 64, ""g"": 115, ""b"": 129}"
169.49,50.17,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 211, ""g"": 55, ""b"": 26}","{""r"": 118, ""g"": 73, ""b"": 124}"
175.73,56.67,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 156, ""g"": 116, ""b"": 109}","{""r"": 203, ""g"": 2, ""b"": 155}"
176.25,53.11,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 241, ""g"": 69, ""b"": 198}","{""r"": 160, ""g"": 227, ""b"": 183}"
165.36,55.76,Female,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 217, ""g"": 28, ""b"": 181}","{""r"": 163, ""g"": 185, ""b"": 210}"
178.87,59.9,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 74, ""g"": 85, ""b"": 170}","{""r"": 132, ""g"": 121, ""b"": 130}"
163.09,56.58,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 137, ""g"": 168, ""b"": 192}","{""r"": 251, ""g"": 148, ""b"": 214}"
168.64,50.2,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 48, ""g"": 165, ""b"": 251}","{""r"": 144, ""g"": 122, ""b"": 199}"
172.7,59.26,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 196, ""g"": 45, ""b"": 214}","{""r"": 21, ""g"": 120, ""b"": 19}"
169.02,57.72,Female,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 90, ""g"": 156, ""b"": 172}","{""r"": 103, ""g"": 255, ""b"": 65}"
172.34,54.77,Female,Underweight,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 192, ""g"": 121, ""b"": 47}","{""r"": 107, ""g"": 115, ""b"": 67}"
173.56,67.0,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 186, ""g"": 133, ""b"": 181}","{""r"": 140, ""g"": 190, ""b"": 138}"
171.97,52.89,Female,Underweight,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 33, ""g"": 179, ""b"": 253}","{""r"": 148, ""g"": 207, ""b"": 49}"
170.4,57.17,Female,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 134, ""g"": 121, ""b"": 24}","{""r"": 104, ""g"": 253, ""b"": 14}"
171.35,59.46,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 110, ""g"": 246, ""b"": 119}","{""r"": 56, ""g"": 175, ""b"": 61}"
163.93,46.8,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 151, ""g"": 84, ""b"": 229}","{""r"": 20, ""g"": 101, ""b"": 102}"
174.69,54.55,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 167, ""g"": 76, ""b"": 202}","{""r"": 109, ""g"": 217, ""b"": 105}"
165.81,54.65,Female,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 95, ""g"": 230, ""b"": 111}","{""r"": 148, ""g"": 67, ""b"": 76}"
177.54,51.91,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 236, ""g"": 2, ""b"": 128}","{""r"": 19, ""g"": 130, ""b"": 18}"
167.92,55.23,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 184, ""g"": 40, ""b"": 69}","{""r"": 59, ""g"": 159, ""b"": 234}"
175.76,62.95,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 229, ""g"": 15, ""b"": 154}","{""r"": 130, ""g"": 247, ""b"": 112}"
174.3,57.72,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 149, ""g"": 34, ""b"": 54}","{""r"": 250, ""g"": 117, ""b"": 1}"
178.64,69.37,Male,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 250, ""g"": 163, ""b"": 0}","{""r"": 163, ""g"": 166, ""b"": 227}"
176.4,57.48,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 103, ""g"": 199, ""b"": 43}","{""r"": 4, ""g"": 32, ""b"": 243}"
178.28,69.7,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 228, ""g"": 84, ""b"": 53}","{""r"": 143, ""g"": 39, ""b"": 119}"
173.18,61.62,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 157, ""g"": 48, ""b"": 131}","{""r"": 249, ""g"": 234, ""b"": 163}"
164.44,49.31,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 37, ""g"": 45, ""b"": 68}","{""r"": 106, ""g"": 175, ""b"": 90}"
176.58,60.07,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 123, ""g"": 127, ""b"": 39}","{""r"": 239, ""g"": 172, ""b"": 37}"
173.74,52.24,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 3, ""g"": 4, ""b"": 125}","{""r"": 105, ""g"": 65, ""b"": 178}"
173.83,55.3,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 163, ""g"": 115, ""b"": 2}","{""r"": 132, ""g"": 80, ""b"": 28}"
177.08,51.53,Female,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 155, ""g"": 234, ""b"": 189}","{""r"": 159, ""g"": 232, ""b"": 223}"
167.34,53.33,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 91, ""g"": 218, ""b"": 7}","{""r"": 35, ""g"": 82, ""b"": 135}"
172.54,48.07,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 228, ""g"": 61, ""b"": 33}","{""r"": 127, ""g"": 219, ""b"": 119}"
170.24,58.97,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 79, ""g"": 142, ""b"": 220}","{""r"": 74, ""g"": 214, ""b"": 143}"
173.94,55.62,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 90, ""g"": 136, ""b"": 221}","{""r"": 231, ""g"": 140, ""b"": 123}"
179.5,57.45,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 59, ""g"": 146, ""b"": 171}","{""r"": 254, ""g"": 89, ""b"": 163}"
171.74,61.09,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 145, ""g"": 146, ""b"": 74}","{""r"": 217, ""g"": 10, ""b"": 136}"
186.92,69.44,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 81, ""g"": 54, ""b"": 38}","{""r"": 53, ""g"": 240, ""b"": 160}"
170.15,54.16,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 25, ""g"": 229, ""b"": 113}","{""r"": 69, ""g"": 235, ""b"": 10}"
179.67,68.69,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 50, ""g"": 4, ""b"": 86}","{""r"": 38, ""g"": 89, ""b"": 129}"
179.89,63.6,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 179, ""g"": 60, ""b"": 238}","{""r"": 255, ""g"": 229, ""b"": 121}"
172.18,49.98,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 44, ""g"": 177, ""b"": 157}","{""r"": 202, ""g"": 159, ""b"": 35}"
170.23,57.78,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 43, ""g"": 245, ""b"": 141}","{""r"": 8, ""g"": 219, ""b"": 123}"
